off_tech_id,off_tech,d3fend_id,def_tech,phase,tactic,shared_artifacts,shared_artifact_names,trust,proxy_quality,band
T1557,Adversary-in-the-Middle,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1558.003,Kerberoasting,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1558,Steal or Forge Kerberos Tickets,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1563.001,SSH Hijacking,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1563.002,RDP Hijacking,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1563,Remote Service Session Hijacking,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1565.002,Transmitted Data Manipulation,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1565,Data Manipulation,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1566.001,Spearphishing Attachment,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1566.002,Spearphishing Link,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1566,Phishing,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1567.001,Exfiltration to Code Repository,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1567.002,Exfiltration to Cloud Storage,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1567.003,Exfiltration to Text Storage Sites,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1567.004,Exfiltration Over Webhook,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1567,Exfiltration Over Web Service,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1568.001,Fast Flux DNS,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1568.002,Domain Generation Algorithms,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1568.003,DNS Calculation,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1568,Dynamic Resolution,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1570,Lateral Tool Transfer,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1571,Non-Standard Port,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1572,Protocol Tunneling,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1573.001,Symmetric Cryptography,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1573.002,Asymmetric Cryptography,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1573,Encrypted Channel,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1040,Network Sniffing,D3-DNSTA,DNS Traffic Analysis,detect,Detect,1,DNS Lookup,0.25,artifact_cooccurrence,detect
T1071.004,DNS,D3-DNSTA,DNS Traffic Analysis,detect,Detect,2,DNS Lookup|Outbound Internet DNS Lookup Traffic,0.25,artifact_cooccurrence,detect
T1071,Application Layer Protocol,D3-DNSTA,DNS Traffic Analysis,detect,Detect,2,DNS Lookup|Outbound Internet DNS Lookup Traffic,0.25,artifact_cooccurrence,detect
T1568.001,Fast Flux DNS,D3-DNSTA,DNS Traffic Analysis,detect,Detect,2,DNS Lookup|Outbound Internet DNS Lookup Traffic,0.25,artifact_cooccurrence,detect
T1568.002,Domain Generation Algorithms,D3-DNSTA,DNS Traffic Analysis,detect,Detect,2,DNS Lookup|Outbound Internet DNS Lookup Traffic,0.25,artifact_cooccurrence,detect
T1568.003,DNS Calculation,D3-DNSTA,DNS Traffic Analysis,detect,Detect,2,DNS Lookup|Outbound Internet DNS Lookup Traffic,0.25,artifact_cooccurrence,detect
T1568,Dynamic Resolution,D3-DNSTA,DNS Traffic Analysis,detect,Detect,2,DNS Lookup|Outbound Internet DNS Lookup Traffic,0.25,artifact_cooccurrence,detect
T1071.002,File Transfer Protocols,D3-FC,File Carving,detect,Detect,1,File Transfer Network Traffic,0.25,artifact_cooccurrence,detect
T1071,Application Layer Protocol,D3-FC,File Carving,detect,Detect,1,File Transfer Network Traffic,0.25,artifact_cooccurrence,detect
T1570,Lateral Tool Transfer,D3-FC,File Carving,detect,Detect,1,File Transfer Network Traffic,0.25,artifact_cooccurrence,detect
T1197,BITS Jobs,D3-IPCTA,IPC Traffic Analysis,detect,Detect,1,Intranet IPC Network Traffic,0.25,artifact_cooccurrence,detect
T1190,Exploit Public-Facing Application,D3-ISVA,Inbound Session Volume Analysis,detect,Detect,1,Inbound Internet Network Traffic,0.25,artifact_cooccurrence,detect
T1498.001,Direct Network Flood,D3-ISVA,Inbound Session Volume Analysis,detect,Detect,1,Inbound Internet Network Traffic,0.25,artifact_cooccurrence,detect
T1498.002,Reflection Amplification,D3-ISVA,Inbound Session Volume Analysis,detect,Detect,1,Inbound Internet Network Traffic,0.25,artifact_cooccurrence,detect
T1498,Network Denial of Service,D3-ISVA,Inbound Session Volume Analysis,detect,Detect,1,Inbound Internet Network Traffic,0.25,artifact_cooccurrence,detect
T1499.002,Service Exhaustion Flood,D3-ISVA,Inbound Session Volume Analysis,detect,Detect,1,Inbound Internet Network Traffic,0.25,artifact_cooccurrence,detect
T1499,Endpoint Denial of Service,D3-ISVA,Inbound Session Volume Analysis,detect,Detect,1,Inbound Internet Network Traffic,0.25,artifact_cooccurrence,detect
T1566.001,Spearphishing Attachment,D3-ISVA,Inbound Session Volume Analysis,detect,Detect,1,Inbound Internet Network Traffic,0.25,artifact_cooccurrence,detect
T1566.002,Spearphishing Link,D3-ISVA,Inbound Session Volume Analysis,detect,Detect,1,Inbound Internet Network Traffic,0.25,artifact_cooccurrence,detect
T1566,Phishing,D3-ISVA,Inbound Session Volume Analysis,detect,Detect,1,Inbound Internet Network Traffic,0.25,artifact_cooccurrence,detect
T1001.001,Junk Data,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1001.002,Steganography,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1001.003,Protocol or Service Impersonation,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1001,Data Obfuscation,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1003.006,DCSync,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1003,OS Credential Dumping,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1008,Fallback Channels,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1011.001,Exfiltration Over Bluetooth,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1011,Exfiltration Over Other Network Medium,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1018,Remote System Discovery,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1020.001,Traffic Duplication,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1020,Automated Exfiltration,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.001,Remote Desktop Protocol,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.002,SMB/Windows Admin Shares,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.003,Distributed Component Object Model,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.004,SSH,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.005,VNC,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.006,Windows Remote Management,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.007,Cloud Services,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.008,Direct Cloud VM Connections,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021,Remote Services,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1029,Scheduled Transfer,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1030,Data Transfer Size Limits,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1041,Exfiltration Over C2 Channel,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1047,Windows Management Instrumentation,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1048,Exfiltration Over Alternative Protocol,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1071.001,Web Protocols,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1071.002,File Transfer Protocols,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1071.003,Mail Protocols,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1071.004,DNS,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1071.005,Publish/Subscribe Protocols,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1071,Application Layer Protocol,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1090.001,Internal Proxy,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1090.002,External Proxy,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1090.003,Multi-hop Proxy,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1090.004,Domain Fronting,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1090,Proxy,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1095,Non-Application Layer Protocol,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1098.001,Additional Cloud Credentials,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1098,Account Manipulation,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1102.001,Dead Drop Resolver,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1102.002,Bidirectional Communication,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1102.003,One-Way Communication,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1102,Web Service,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1104,Multi-Stage Channels,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1105,Ingress Tool Transfer,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1110.003,Password Spraying,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1110.004,Credential Stuffing,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1110,Brute Force,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1132.001,Standard Encoding,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1132.002,Non-Standard Encoding,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1132,Data Encoding,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1185,Browser Session Hijacking,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1189,Drive-by Compromise,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1190,Exploit Public-Facing Application,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1197,BITS Jobs,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1199,Trusted Relationship,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1204.001,Malicious Link,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1204,User Execution,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1205.001,Port Knocking,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1205.002,Socket Filters,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1205,Traffic Signaling,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1207,Rogue Domain Controller,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1210,Exploitation of Remote Services,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1218.003,CMSTP,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1218,System Binary Proxy Execution,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1219.001,IDE Tunneling,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1219.002,Remote Desktop Software,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1219.003,Remote Access Hardware,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1219,Remote Access Tools,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1498.001,Direct Network Flood,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1498.002,Reflection Amplification,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1498,Network Denial of Service,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1499.002,Service Exhaustion Flood,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1499,Endpoint Denial of Service,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1542.005,TFTP Boot,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1542,Pre-OS Boot,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1546.003,Windows Management Instrumentation Event Subscription,D3-NTCD,Network Traffic Community Deviation,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
